[04-02-2022_21-14-36] INFO :: Experiment >> 

          ========================================          
                    Experimental Results                    
          ========================================          

               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~               
                     Concatenated Plans                     

 RU  AL  LE  AC  CF       GT       ST       OT        TT        LT        CT       WT         RSS         VMS  QL_SCORE  LT_SCORE  CT_SCORE  AW_SCORE  AME_SCORE  LT_GRADE  CT_GRADE  AW_GRADE  AME_GRADE    GRADE
 38   1  69  69 1.0 6.953495 2.141116 0.031425  9.126036  9.004541 17.072313 2.167834  882.062500  877.898438  0.971014  0.785160  0.657063       1.0        1.0  0.762401  0.638018  0.971014   0.971014 0.901477
 39   3  20  20 1.0 1.142196 0.839523 0.000000  1.981719  1.981719  1.981719 1.981719  871.738281  863.289062  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 39   2  44  44 1.0 3.541851 2.712697 0.016296  6.270844  4.901601  8.252563 4.140515  892.644531  886.000000  0.954545  1.000000  0.806882       1.0        1.0  0.954545  0.770206  0.954545   0.954545 0.954545
 39   1  73  73 1.0 7.245270 1.319416 0.031777  8.596463  6.741411 16.849026 2.139921  885.531250  878.105469  0.917808  0.865457  0.659362       1.0        1.0  0.794324  0.605168  0.917808   0.917808 0.876647
 40   3  20  20 1.0 1.126358 0.721325 0.000000  1.847683  1.847683  1.847683 1.847683  882.671875  874.406250  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 40   2  44  44 1.0 3.505824 1.898175 0.016976  5.420975  4.331587  7.268658 3.648591  907.210938  902.890625  0.954545  1.000000  0.841989       1.0        1.0  0.954545  0.803717  0.954545   0.954545 0.954545
 40   1  71  71 1.0 6.990022 1.211127 0.031580  8.232729  6.186174 15.501387 1.971542  902.136719  896.214844  0.943662  0.895651  0.674144       1.0        1.0  0.845192  0.636164  0.943662   0.943662 0.910839
 41   3  20  20 1.0 1.127021 0.785213 0.000000  1.912234  1.912234  1.912234 1.912234  897.500000  889.292969  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 41   2  44  44 1.0 3.502500 1.774308 0.016615  5.293423  5.016858  7.205657 3.616958  920.859375  915.011719  0.954545  0.997770  0.844585       1.0        1.0  0.952417  0.806195  0.954545   0.954545 0.953836
 41   1  73  73 1.0 7.238372 2.044520 0.032177  9.315068  6.845650 16.520726 2.098844  915.425781  908.269531  0.917808  0.860478  0.662815       1.0        1.0  0.789754  0.608337  0.917808   0.917808 0.875123
 42   3  20  20 1.0 1.131600 0.598559 0.000000  1.730159  1.730159  1.730159 1.730159  912.609375  904.195312  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 42   2  44  44 1.0 3.525452 1.373749 0.017261  4.916463  4.889265  6.646622 3.337492  938.417969  931.347656  0.954545  1.000000  0.870152       1.0        1.0  0.954545  0.830599  0.954545   0.954545 0.954545
 42   1  77  77 1.0 7.722567 2.291498 0.031985 10.046050  6.762947 16.692672 2.120461  935.921875  930.902344  0.870130  0.864413  0.660995       1.0        1.0  0.752152  0.575152  0.870130   0.870130 0.830804
 43   3  20  20 1.0 1.127621 0.913016 0.000000  2.040637  2.040637  2.040637 2.040637  928.878906  920.523438  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 43   2  42  42 1.0 3.482719 2.390215 0.015832  5.888766  6.978946  7.929403 3.979170  964.984375  965.070312  1.000000  0.854371  0.817426       1.0        1.0  0.854371  0.817426  1.000000   1.000000 0.951457
 43   1  69  69 1.0 6.976598 1.549789 0.030309  8.556696  9.041428 16.486099 2.094464  952.156250  948.613281  0.971014  0.784180  0.663184       1.0        1.0  0.761450  0.643962  0.971014   0.971014 0.901160
 44   3  20  20 1.0 1.141354 0.733274 0.000000  1.874628  1.874628  1.874628 1.874628  947.476562  939.753906  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 44   2  42  42 1.0 3.354213 2.046056 0.017935  5.418203  5.138362  7.292831 3.661134  973.843750  967.812500  1.000000  0.982711  0.841006       1.0        1.0  0.982711  0.841006  1.000000   1.000000 0.994237
 44   1  71  71 1.0 7.056416 1.294050 0.029582  8.380049  6.997921 15.672880 1.992926  965.835938  959.355469  0.943662  0.853524  0.672169       1.0        1.0  0.805438  0.634301  0.943662   0.943662 0.897587
 45   3  20  20 1.0 1.139513 0.757560 0.000000  1.897073  1.897073  1.897073 1.897073  962.859375  954.699219  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 45   2  42  42 1.0 3.334895 1.151836 0.016660  4.503391  4.690599  6.400464 3.214572  986.019531  980.914062  1.000000  1.000000  0.883176       1.0        1.0  1.000000  0.883176  1.000000   1.000000 1.000000
 45   1  69  69 1.0 6.800855 1.955684 0.031664  8.788203  6.498963 15.188667 1.932283  982.128906  974.335938  0.971014  0.877811  0.677822       1.0        1.0  0.852367  0.658175  0.971014   0.971014 0.931465
 46   3  20  20 1.0 1.132696 0.780235 0.000000  1.912930  1.912930  1.912930 1.912930  978.484375  970.417969  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 46   2  44  44 1.0 3.545780 1.530722 0.016704  5.093206  5.179070  7.006136 3.517439 1001.695312  996.113281  0.954545  0.978023  0.853159       1.0        1.0  0.933568  0.814379  0.954545   0.954545 0.947553
 46   1  79  79 1.0 7.898601 2.392070 0.031602 10.322272  7.009398 17.328409 2.199682  995.593750  991.156250  0.848101  0.853014  0.654475       1.0        1.0  0.723442  0.555061  0.848101   0.848101 0.806548
 47   3  20  20 1.0 1.131173 0.802275 0.000000  1.933447  1.933447  1.933447 1.933447  989.433594  981.328125  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 47   2  42  42 1.0 3.506041 2.596582 0.015587  6.118210  7.100114  8.051657 4.040290 1029.265625 1029.593750  1.000000  0.849052  0.813339       1.0        1.0  0.849052  0.813339  1.000000   1.000000 0.949684
 47   1  71  71 1.0 7.172035 2.338820 0.030485  9.541340  9.105125 17.592997 2.233035 1023.144531 1020.343750  0.943662  0.782505  0.651852       1.0        1.0  0.738420  0.615128  0.943662   0.943662 0.875248
 48   3  20  20 1.0 1.129665 0.747973 0.000000  1.877637  1.877637  1.877637 1.877637 1012.355469 1004.628906  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 48   2  44  44 1.0 3.503858 1.279084 0.016830  4.799772  4.396618  6.677410 3.352787 1038.136719 1034.261719  0.954545  1.000000  0.868609       1.0        1.0  0.954545  0.829126  0.954545   0.954545 0.954545
 48   1  71  71 1.0 6.995351 1.245692 0.031748  8.272791  6.272769 14.950200 1.902495 1031.042969 1025.207031  0.943662  0.890468  0.680696       1.0        1.0  0.840301  0.642347  0.943662   0.943662 0.909208
 49   3  20  20 1.0 1.127045 0.855732 0.000000  1.982777  1.982777  1.982777 1.982777 1028.773438 1021.023438  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
 49   2  42  42 1.0 3.479654 4.028240 0.015061  7.522954  8.554772  9.505731 4.767170 1064.050781 1063.781250  1.000000  0.797723  0.772426       1.0        1.0  0.797723  0.772426  1.000000   1.000000 0.932574
 49   1  71  71 1.0 7.177393 1.573426 0.031118  8.781936 10.603888 18.287667 2.319840 1058.554688 1054.855469  0.943662  0.748162  0.645203       1.0        1.0  0.706012  0.608853  0.943662   0.943662 0.864445

               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~               
                      Level-wise Means                      

 AL    LE    AC  CF       GT       ST       OT       TT       LT        CT       WT        RSS        VMS  QL_SCORE  LT_SCORE  CT_SCORE  AW_SCORE  AME_SCORE  LT_GRADE  CT_GRADE  AW_GRADE  AME_GRADE    GRADE
  3 20.00 20.00 1.0 1.133584 0.778882 0.000000 1.912466 1.912466  1.912466 1.912466 641.569766 632.266094  1.000000  1.000000  1.000000       1.0        1.0  1.000000  1.000000  1.000000   1.000000 1.000000
  2 43.32 43.32 1.0 3.478138 1.852607 0.015641 5.346387 5.348021  7.258853 3.643695 668.013203 662.413516  0.970000  0.960788  0.845346       1.0        1.0  0.931154  0.819799  0.970000   0.970000 0.957051
  1 72.28 72.28 1.0 7.175421 1.668341 0.029812 8.873575 7.228806 16.132428 2.052090 661.245937 653.425156  0.927809  0.852407  0.667368       1.0        1.0  0.790467  0.619228  0.927809   0.927809 0.882028

               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~               
               Level-wise Standard Deviation                

 AL       LE       AC  CF       GT       ST       OT       TT       LT       CT       WT        RSS        VMS  QL_SCORE  LT_SCORE  CT_SCORE  AW_SCORE  AME_SCORE  LT_GRADE  CT_GRADE  AW_GRADE  AME_GRADE    GRADE
  3 0.000000 0.000000 0.0 0.005896 0.083211 0.000000 0.082782 0.082782 0.082782 0.082782 228.717895 229.721865  0.000000  0.000000  0.000000       0.0        0.0  0.000000  0.000000  0.000000   0.000000 0.000000
  2 0.957036 0.957036 0.0 0.071524 0.701073 0.000860 0.717734 1.150015 0.740893 0.370460 229.159800 230.445372  0.021751  0.065611  0.027532       0.0        0.0  0.055522  0.027652  0.021751   0.021751 0.019819
  1 2.240991 2.240991 0.0 0.226280 0.339622 0.001423 0.485621 1.265304 0.899343 0.110997 229.235083 230.771552  0.028276  0.047959  0.009708       0.0        0.0  0.044263  0.022044  0.028276   0.028276 0.026569

               ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~               
                       Partial Plans                        

 RU  AL  IT  PN       GT       ST       OT       TT        YT        WT       ET         RSS         VMS  LE  AC  CF  PSG  START_S  END_S  SIZE  SGLITS_T  FIRST_I  LAST_I  PP_EF_L  PP_EF_A  SP_ED_L  SP_ED_A  SP_EB_L  SP_EB_A  SP_EBS_L  SP_EBS_A  TOT_CHOICES  PRE_CHOICES
  0   3   1   1 1.127816 0.767502 0.000000 1.895319  1.895319  1.895319 0.000000  253.503906  243.230469  20  20 1.0   20        1     20     1         0        1       1 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000  1.000000  1.000000        87974            0
  0   2   1   1 2.004325 0.818173 0.007704 2.830202  4.725520  4.725520 2.616412  273.902344  266.183594  25  25 1.0   25        1     25    10        10        1      10 2.500000 2.500000 2.758824 2.758824 1.103530 1.103530  0.424948  0.424948        34623        16394
  0   2   2   2 1.538747 1.069897 0.007769 2.616412  7.341933  2.616412 0.000000  277.292969  266.601562  19  19 1.0   19       26     44    10        10       11      20 1.900000 1.900000 0.994429 0.994429 0.523384 0.523384  0.700181  0.700181        43655        37192
  0   1   1   1 1.470082 0.394523 0.004452 1.869057  6.594577  6.594577 3.528249  273.644531  262.539062  14  14 1.0    0        1     14     6         6        1       6 2.333333 2.333333 1.861899 1.861899 0.797957 0.797957  0.413155  0.413155         9183         6185
  0   1   2   2 0.793906 0.114374 0.003557 0.911837 10.122826  3.528249 1.189978  244.875000  234.769531   8   8 1.0    0       15     22     6         6        7      12 1.333333 1.333333 0.516398 0.516398 0.387298 0.387298  0.767638  0.767638         2375          190
  0   1   3   3 1.008065 0.178175 0.003738 1.189978 11.312804  1.189978 1.240904  259.351562  249.203125  10  10 1.0    0       23     32     6         6       13      18 1.666667 1.666667 1.211060 1.211060 0.726636 0.726636  0.557155  0.557155         3696          718
  0   1   4   4 1.022670 0.213103 0.005131 1.240904 12.553708  1.240904 0.460457  261.464844  250.746094  10  10 1.0    0       33     42     7         7       19      25 1.428571 1.428571 0.534522 0.534522 0.374166 0.374166  0.779939  0.779939         1889          207
  0   1   5   5 0.407102 0.051482 0.001873 0.460457 13.014165  0.460457 0.970785  264.710938  253.343750   4   4 1.0    0       43     46     4         4       26      29 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000  1.000000  1.000000          504            0
  0   1   6   6 0.816857 0.150973 0.002955 0.970785 13.984950  0.970785 1.218031  266.378906  254.914062   8   8 1.0    0       47     54     5         5       30      34 1.600000 1.600000 0.894427 0.894427 0.559017 0.559017  0.603019  0.603019         2967         1192
  0   1   7   7 1.026648 0.187778 0.003604 1.218031 15.202981  1.218031 0.819104  270.097656  260.042969  10  10 1.0    0       55     64     5         5       35      39 2.000000 2.000000 0.707107 0.707107 0.353553 0.353553  0.667710  0.667710         4296          961
  0   1   8   8 0.715210 0.099450 0.004445 0.819104 16.022085  0.819104 0.000000  269.457031  258.457031   7   7 1.0    0       65     71     5         5       40      44 1.400000 1.400000 0.547723 0.547723 0.391230 0.391230  0.728611  0.728611         1066           29
  1   3   1   1 1.127305 0.699909 0.000000 1.827213  1.827213  1.827213 0.000000  265.660156  254.402344  20  20 1.0   20        1     20     1         0        1       1 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000  1.000000  1.000000        79558            0
  1   2   1   1 2.122019 1.197440 0.008156 3.327615  5.154828  5.154828 2.053239  281.390625  271.988281  26  26 1.0   26        1     26    10        10        1      10 2.600000 2.600000 2.756810 2.756810 1.060311 1.060311  0.425181  0.425181        51414        26821
  1   2   2   2 1.430627 0.615283 0.007329 2.053239  7.208067  2.053239 0.000000  277.753906  266.894531  18  18 1.0   18       27     44    10        10       11      20 1.800000 1.800000 0.788811 0.788811 0.438228 0.438228  0.747436  0.747436        20067        15449
  1   1   1   1 1.485929 0.345947 0.005406 1.837282  6.992110  6.992110 3.021144  275.816406  264.843750  14  14 1.0    0        1     14     6         6        1       6 2.333333 2.333333 1.861899 1.861899 0.797957 0.797957  0.413155  0.413155         7160         3773
  1   1   2   2 0.794156 0.170127 0.003623 0.967905 10.013254  3.021144 1.323335  264.500000  253.054688   8   8 1.0    0       15     22     6         6        7      12 1.333333 1.333333 0.516398 0.516398 0.387298 0.387298  0.767638  0.767638         2357          251
  1   1   3   3 1.119030 0.199353 0.004952 1.323335 11.336589  1.323335 1.366221  271.367188  262.050781  11  11 1.0    0       23     33     7         7       13      19 1.571429 1.571429 0.975900 0.975900 0.621027 0.621027  0.650023  0.650023         3769          732
  1   1   4   4 1.116874 0.244358 0.004990 1.366221 12.702810  1.366221 0.579507  271.601562  261.964844  11  11 1.0    0       34     44     7         7       20      26 1.571429 1.571429 1.133893 1.133893 0.721569 0.721569  0.610492  0.610492         2465          240
  1   1   5   5 0.508206 0.068911 0.002390 0.579507 13.282317  0.579507 0.821567  267.464844  255.871094   5   5 1.0    0       45     49     4         4       27      30 1.250000 1.250000 0.500000 0.500000 0.400000 0.400000  0.707519  0.707519          648            0
  1   1   6   6 0.708829 0.110614 0.002124 0.821567 14.103884  0.821567 1.263976  268.667969  257.070312   7   7 1.0    0       50     56     4         4       31      34 1.750000 1.750000 0.957427 0.957427 0.547101 0.547101  0.515521  0.515521         1760          712
  1   1   7   7 1.030773 0.229658 0.003545 1.263976 15.367860  1.263976 0.911706  272.593750  261.589844  10  10 1.0    0       57     66     5         5       35      39 2.000000 2.000000 0.707107 0.707107 0.353553 0.353553  0.667710  0.667710         3180          763
  1   1   8   8 0.809581 0.098004 0.004121 0.911706 16.279567  0.911706 0.000000  275.457031  263.875000   7   7 1.0    0       67     73     5         5       40      44 1.400000 1.400000 0.547723 0.547723 0.391230 0.391230  0.728611  0.728611         1020           71
  2   3   1   1 1.129012 0.655741 0.000000 1.784753  1.784753  1.784753 0.000000  276.277344  264.820312  20  20 1.0   20        1     20     1         0        1       1 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000  1.000000  1.000000        78644            0
  2   2   1   1 2.107165 1.039992 0.007788 3.154944  4.939697  4.939697 2.012643  303.042969  294.128906  26  26 1.0   26        1     26    10        10        1      10 2.600000 2.600000 2.796824 2.796824 1.075701 1.075701  0.420580  0.420580        45978        23125
  2   2   2   2 1.424999 0.580491 0.007152 2.012643  6.952340  2.012643 0.000000  304.468750  293.972656  18  18 1.0   18       27     44    10        10       11      20 1.800000 1.800000 0.788811 0.788811 0.438228 0.438228  0.747436  0.747436        20509        16534
  2   1   1   1 1.473890 0.463557 0.004564 1.942012  6.881709  6.881709 3.171929  298.476562  287.437500  14  14 1.0    0        1     14     6         6        1       6 2.333333 2.333333 1.861899 1.861899 0.797957 0.797957  0.413155  0.413155         9883         6597
  2   1   2   2 1.001942 0.153578 0.003767 1.159287 10.053638  3.171929 1.396131  288.460938  277.121094  10  10 1.0    0       15     24     6         6        7      12 1.666667 1.666667 0.816497 0.816497 0.489898 0.489898  0.666858  0.666858         2798          366
  2   1   3   3 1.116541 0.274691 0.004899 1.396131 11.449769  1.396131 1.383927  296.562500  287.375000  11  11 1.0    0       25     35     7         7       13      19 1.571429 1.571429 0.786796 0.786796 0.500688 0.500688  0.701721  0.701721         4039          805
  2   1   4   4 1.111891 0.267228 0.004808 1.383927 12.833696  1.383927 0.576486  298.097656  288.496094  11  11 1.0    0       36     46     7         7       20      26 1.571429 1.571429 1.133893 1.133893 0.721569 0.721569  0.610492  0.610492         2441          124
  2   1   5   5 0.507818 0.065995 0.002673 0.576486 13.410182  0.576486 0.812297  293.800781  282.457031   5   5 1.0    0       47     51     4         4       27      30 1.250000 1.250000 0.500000 0.500000 0.400000 0.400000  0.707519  0.707519          648            0
  2   1   6   6 0.699668 0.110545 0.002084 0.812297 14.222478  0.812297 1.211207  295.000000  283.656250   7   7 1.0    0       52     58     4         4       31      34 1.750000 1.750000 0.957427 0.957427 0.547101 0.547101  0.515521  0.515521         1888          747
  2   1   7   7 1.019061 0.188821 0.003324 1.211207 15.433685  1.211207 0.812624  299.148438  289.167969  10  10 1.0    0       59     68     5         5       35      39 2.000000 2.000000 0.707107 0.707107 0.353553 0.353553  0.667710  0.667710         3450         1015
  2   1   8   8 0.708618 0.099903 0.004103 0.812624 16.246309  0.812624 0.000000  294.996094  283.503906   7   7 1.0    0       69     75     5         5       40      44 1.400000 1.400000 0.547723 0.547723 0.391230 0.391230  0.728611  0.728611         1066           31
  3   3   1   1 1.127859 0.767233 0.000000 1.895092  1.895092  1.895092 0.000000  295.691406  284.445312  20  20 1.0   20        1     20     1         0        1       1 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000  1.000000  1.000000        92636            0
  3   2   1   1 2.001015 0.889690 0.007747 2.898453  4.793544  4.793544 1.778708  317.980469  309.378906  25  25 1.0   25        1     25    10        10        1      10 2.500000 2.500000 2.798809 2.798809 1.119524 1.119524  0.420353  0.420353        40638        18180
  3   2   2   2 1.331339 0.439671 0.007698 1.778708  6.572252  1.778708 0.000000  315.507812  305.632812  17  17 1.0   17       26     42    10        10       11      20 1.700000 1.700000 0.823273 0.823273 0.484278 0.484278  0.739148  0.739148        10359         5969
  3   1   1   1 1.468878 0.486133 0.004358 1.959370  6.752914  6.752914 2.695994  311.144531  300.031250  14  14 1.0    0        1     14     6         6        1       6 2.333333 2.333333 1.861899 1.861899 0.797957 0.797957  0.413155  0.413155         9663         6590
  3   1   2   2 0.796082 0.117636 0.003569 0.917286  9.448908  2.695994 1.280864  301.433594  290.703125   8   8 1.0    0       15     22     6         6        7      12 1.333333 1.333333 0.516398 0.516398 0.387298 0.387298  0.767638  0.767638         2458          223
  3   1   3   3 1.013013 0.263855 0.003997 1.280864 10.729773  1.280864 1.197842  303.031250  291.734375  10  10 1.0    0       23     32     6         6       13      18 1.666667 1.666667 0.816497 0.816497 0.489898 0.489898  0.666858  0.666858         3115          718
  3   1   4   4 1.025571 0.167220 0.005051 1.197842 11.927615  1.197842 0.568157  304.750000  293.488281  10  10 1.0    0       33     42     7         7       19      25 1.428571 1.428571 0.534522 0.534522 0.374166 0.374166  0.779939  0.779939         1993          315
